"","PROFILE_CODE","WEIGHT_PERCENT","UNCERTAINTY_PERCENT","SPECIES_NAME","SYMBOL","PROFILE_NAME","PROFILE_TYPE","TOTAL","REGION","CATEGORY_LEVEL_1_Generation_Mechanism","CATEGORY_LEVEL_2_Sector_Equipment","CATEGORY_LEVEL_3_.Fuel_Product"
"288813","91153",0.7,-99,"Nickel","Ni","Electric Arc Furnace - Composite","PM-AE6",101.8799973,"United States","Ash","Industrial; Metal; Electric Arc Furnace","Iron And Steel"
"288814","91153",0.039,-99,"Molybdenum","Mo","Electric Arc Furnace - Composite","PM-AE6",101.8799973,"United States","Ash","Industrial; Metal; Electric Arc Furnace","Iron And Steel"
"288815","91154",5,-99,"Silicon","Si","Food & Ag-Drying - Composite","PM-AE6",100.0166702,"United States","Dust","Agriculture","Rice"
"288816","91154",0.05,-99,"Sulfate","SO4=","Food & Ag-Drying - Composite","PM-AE6",100.0166702,"United States","Dust","Agriculture","Rice"
"288821","91154",0.016666667,-99,"Sulfur","S","Food & Ag-Drying - Composite","PM-AE6",100.0166702,"United States","Dust","Agriculture","Rice"
"288823","91154",0.05,-99,"Copper","Cu","Food & Ag-Drying - Composite","PM-AE6",100.0166702,"United States","Dust","Agriculture","Rice"
"288825","91154",0.55,-99,"Potassium","K","Food & Ag-Drying - Composite","PM-AE6",100.0166702,"United States","Dust","Agriculture","Rice"
"288826","91154",0.55,-99,"Chromium","Cr","Food & Ag-Drying - Composite","PM-AE6",100.0166702,"United States","Dust","Agriculture","Rice"
"288827","91154",5,-99,"Iron","Fe","Food & Ag-Drying - Composite","PM-AE6",100.0166702,"United States","Dust","Agriculture","Rice"
"288828","91154",0.55,-99,"Manganese","Mn","Food & Ag-Drying - Composite","PM-AE6",100.0166702,"United States","Dust","Agriculture","Rice"
"288829","91154",0.55,-99,"Nickel","Ni","Food & Ag-Drying - Composite","PM-AE6",100.0166702,"United States","Dust","Agriculture","Rice"
"288830","91154",0.05,-99,"Nitrate","NO3-","Food & Ag-Drying - Composite","PM-AE6",100.0166702,"United States","Dust","Agriculture","Rice"
"288832","91154",1,-99,"Calcium","Ca","Food & Ag-Drying - Composite","PM-AE6",100.0166702,"United States","Dust","Agriculture","Rice"
"288834","91155",1.4093,-99,"Ammonium","NH4+","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288835","91155",1.5006,-99,"Sulfur","S","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288836","91155",0.68605,-99,"Silicon","Si","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288838","91155",0.02015,-99,"Sodium","Na","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288841","91155",3.3226,-99,"Sulfate","SO4=","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288842","91155",0.05715,-99,"Tin","Sn","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288844","91155",0.01505,-99,"Vanadium","V","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288845","91155",2e-04,-99,"Zirconium","Zr","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288850","91155",0.05385,-99,"Phosphorus","P","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288851","91155",0.5328,-99,"Potassium","K","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288852","91155",0.1578,-99,"Zinc","Zn","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288853","91155",9e-04,-99,"Cadmium","Cd","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288854","91155",0.0041,-99,"Selenium","Se","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288856","91155",0.6696,-99,"Aluminum","Al","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288857","91155",0.2037,-99,"Antimony","Sb","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288859","91155",1.1572,-99,"Calcium","Ca","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288860","91155",0.0035,-99,"Chromium","Cr","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288861","91155",0.0035,-99,"Cobalt","Co","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288862","91155",0.0306,-99,"Copper","Cu","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288865","91155",0.3147,-99,"Nitrate","NO3-","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288866","91155",0.0153,-99,"Arsenic","As","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288868","91155",3e-04,-99,"Mercury","Hg","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288869","91155",0.00565,-99,"Manganese","Mn","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288870","91155",0.2899,-99,"Magnesium","Mg","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288871","91155",0.0115,-99,"Lead","Pb","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288873","91155",0.85855,-99,"Iron","Fe","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288874","91155",0.0451,-99,"Nickel","Ni","Residential Coal Combustion - Composite","PM-AE6",101.5022049,"United States","Combustion","Residential","Coal"
"288875","91156",12.6,-99,"Sulfate","SO4=","Residential Natural Gas Combustion - Composite","PM-AE6",104.2000122,"United States","Combustion","Residential; Space Heater And Water Heater","Natural Gas"
"288877","91156",0.018,-99,"Vanadium","V","Residential Natural Gas Combustion - Composite","PM-AE6",104.2000122,"United States","Combustion","Residential; Space Heater And Water Heater","Natural Gas"
"288878","91156",4.2,-99,"Sulfur","S","Residential Natural Gas Combustion - Composite","PM-AE6",104.2000122,"United States","Combustion","Residential; Space Heater And Water Heater","Natural Gas"
"288880","91156",0.44,-99,"Ammonium","NH4+","Residential Natural Gas Combustion - Composite","PM-AE6",104.2000122,"United States","Combustion","Residential; Space Heater And Water Heater","Natural Gas"
"288884","91156",2.13,-99,"Sodium","Na","Residential Natural Gas Combustion - Composite","PM-AE6",104.2000122,"United States","Combustion","Residential; Space Heater And Water Heater","Natural Gas"
"288887","91156",0.05,-99,"Chromium","Cr","Residential Natural Gas Combustion - Composite","PM-AE6",104.2000122,"United States","Combustion","Residential; Space Heater And Water Heater","Natural Gas"
"288888","91156",0.17,-99,"Potassium","K","Residential Natural Gas Combustion - Composite","PM-AE6",104.2000122,"United States","Combustion","Residential; Space Heater And Water Heater","Natural Gas"
"288889","91156",0.28,-99,"Silicon","Si","Residential Natural Gas Combustion - Composite","PM-AE6",104.2000122,"United States","Combustion","Residential; Space Heater And Water Heater","Natural Gas"
"288890","91156",1.04,-99,"Calcium","Ca","Residential Natural Gas Combustion - Composite","PM-AE6",104.2000122,"United States","Combustion","Residential; Space Heater And Water Heater","Natural Gas"
"288891","91156",0.09,-99,"Iron","Fe","Residential Natural Gas Combustion - Composite","PM-AE6",104.2000122,"United States","Combustion","Residential; Space Heater And Water Heater","Natural Gas"
"288892","91156",0.02,-99,"Manganese","Mn","Residential Natural Gas Combustion - Composite","PM-AE6",104.2000122,"United States","Combustion","Residential; Space Heater And Water Heater","Natural Gas"
"288893","91156",0.09,-99,"Nickel","Ni","Residential Natural Gas Combustion - Composite","PM-AE6",104.2000122,"United States","Combustion","Residential; Space Heater And Water Heater","Natural Gas"
"288894","91156",3.41,-99,"Nitrate","NO3-","Residential Natural Gas Combustion - Composite","PM-AE6",104.2000122,"United States","Combustion","Residential; Space Heater And Water Heater","Natural Gas"
"288895","91156",0.03,-99,"Phosphorus","P","Residential Natural Gas Combustion - Composite","PM-AE6",104.2000122,"United States","Combustion","Residential; Space Heater And Water Heater","Natural Gas"
"288897","91156",0.061,-99,"Selenium","Se","Residential Natural Gas Combustion - Composite","PM-AE6",104.2000122,"United States","Combustion","Residential; Space Heater And Water Heater","Natural Gas"
"288898","91156",0.22,-99,"Aluminum","Al","Residential Natural Gas Combustion - Composite","PM-AE6",104.2000122,"United States","Combustion","Residential; Space Heater And Water Heater","Natural Gas"
"288901","91157",0.001819216,-99,"Selenium","Se","Cast Iron Cupola - Composite","PM-AE6",102.0899963,"United States","Combustion","Industrial; Metal; Cupola","Iron"
"288902","91157",21.830592,-99,"Silicon","Si","Cast Iron Cupola - Composite","PM-AE6",102.0899963,"United States","Combustion","Industrial; Metal; Cupola","Iron"
"288903","91157",1.1824904,-99,"Sodium","Na","Cast Iron Cupola - Composite","PM-AE6",102.0899963,"United States","Combustion","Industrial; Metal; Cupola","Iron"
"288904","91157",6.2762952,-99,"Sulfate","SO4=","Cast Iron Cupola - Composite","PM-AE6",102.0899963,"United States","Combustion","Industrial; Metal; Cupola","Iron"
"288905","91157",2.0920984,-99,"Sulfur","S","Cast Iron Cupola - Composite","PM-AE6",102.0899963,"United States","Combustion","Industrial; Metal; Cupola","Iron"
"288906","91157",0.75497464,-99,"Zinc","Zn","Cast Iron Cupola - Composite","PM-AE6",102.0899963,"United States","Combustion","Industrial; Metal; Cupola","Iron"
"288907","91157",0.008186472,-99,"Vanadium","V","Cast Iron Cupola - Composite","PM-AE6",102.0899963,"United States","Combustion","Industrial; Metal; Cupola","Iron"
"288913","91157",0.011824904,-99,"Arsenic","As","Cast Iron Cupola - Composite","PM-AE6",102.0899963,"United States","Combustion","Industrial; Metal; Cupola","Iron"
"288914","91157",2.728824,-99,"Potassium","K","Cast Iron Cupola - Composite","PM-AE6",102.0899963,"United States","Combustion","Industrial; Metal; Cupola","Iron"
"288915","91157",0.33655496,-99,"Antimony","Sb","Cast Iron Cupola - Composite","PM-AE6",102.0899963,"United States","Combustion","Industrial; Metal; Cupola","Iron"
"288916","91157",0.909608,-99,"Calcium","Ca","Cast Iron Cupola - Composite","PM-AE6",102.0899963,"United States","Combustion","Industrial; Metal; Cupola","Iron"
"288917","91157",0.047299616,-99,"Chromium","Cr","Cast Iron Cupola - Composite","PM-AE6",102.0899963,"United States","Combustion","Industrial; Metal; Cupola","Iron"
"288918","91157",0.003638432,-99,"Cobalt","Co","Cast Iron Cupola - Composite","PM-AE6",102.0899963,"United States","Combustion","Industrial; Metal; Cupola","Iron"
"288919","91157",0.23649808,-99,"Copper","Cu","Cast Iron Cupola - Composite","PM-AE6",102.0899963,"United States","Combustion","Industrial; Metal; Cupola","Iron"
"288921","91157",13.64412,-99,"Iron","Fe","Cast Iron Cupola - Composite","PM-AE6",102.0899963,"United States","Combustion","Industrial; Metal; Cupola","Iron"
"288922","91157",0.20920984,-99,"Lead","Pb","Cast Iron Cupola - Composite","PM-AE6",102.0899963,"United States","Combustion","Industrial; Metal; Cupola","Iron"
"288923","91157",4.093236,-99,"Manganese","Mn","Cast Iron Cupola - Composite","PM-AE6",102.0899963,"United States","Combustion","Industrial; Metal; Cupola","Iron"
"288924","91157",0.03183628,-99,"Nickel","Ni","Cast Iron Cupola - Composite","PM-AE6",102.0899963,"United States","Combustion","Industrial; Metal; Cupola","Iron"
"288925","91157",0.5002844,-99,"Nitrate","NO3-","Cast Iron Cupola - Composite","PM-AE6",102.0899963,"United States","Combustion","Industrial; Metal; Cupola","Iron"
"288927","91157",1.0005688,-99,"Aluminum","Al","Cast Iron Cupola - Composite","PM-AE6",102.0899963,"United States","Combustion","Industrial; Metal; Cupola","Iron"
"288928","91158",2.2085,-99,"Zinc","Zn","Copper Processing - Composite","PM-AE6",100.0199966,"United States","Dust","Industrial; Metal","Copper"
"288929","91158",0.004,-99,"Zirconium","Zr","Copper Processing - Composite","PM-AE6",100.0199966,"United States","Dust","Industrial; Metal","Copper"
"288936","91158",0.017333333,-99,"Sulfur","S","Copper Processing - Composite","PM-AE6",100.0199966,"United States","Dust","Industrial; Metal","Copper"
"288937","91158",0.052,-99,"Sulfate","SO4=","Copper Processing - Composite","PM-AE6",100.0199966,"United States","Dust","Industrial; Metal","Copper"
"288939","91158",0.244,-99,"Iron","Fe","Copper Processing - Composite","PM-AE6",100.0199966,"United States","Dust","Industrial; Metal","Copper"
"288940","91158",0.4405,-99,"Tin","Sn","Copper Processing - Composite","PM-AE6",100.0199966,"United States","Dust","Industrial; Metal","Copper"
"288941","91158",0.157,-99,"Selenium","Se","Copper Processing - Composite","PM-AE6",100.0199966,"United States","Dust","Industrial; Metal","Copper"
"288942","91158",0.075,-99,"Arsenic","As","Copper Processing - Composite","PM-AE6",100.0199966,"United States","Dust","Industrial; Metal","Copper"
"288943","91158",0.4335,-99,"Calcium","Ca","Copper Processing - Composite","PM-AE6",100.0199966,"United States","Dust","Industrial; Metal","Copper"
"288945","91158",0.007,-99,"Manganese","Mn","Copper Processing - Composite","PM-AE6",100.0199966,"United States","Dust","Industrial; Metal","Copper"
"288946","91158",0.046,-99,"Molybdenum","Mo","Copper Processing - Composite","PM-AE6",100.0199966,"United States","Dust","Industrial; Metal","Copper"
"288947","91158",0.093,-99,"Nickel","Ni","Copper Processing - Composite","PM-AE6",100.0199966,"United States","Dust","Industrial; Metal","Copper"
"288949","91158",0.236,-99,"Potassium","K","Copper Processing - Composite","PM-AE6",100.0199966,"United States","Dust","Industrial; Metal","Copper"
"288951","91158",17.095,-99,"Copper","Cu","Copper Processing - Composite","PM-AE6",100.0199966,"United States","Dust","Industrial; Metal","Copper"
"288953","91159",0.2321,-99,"Sulfur","S","Asphalt Manufacturing - Composite","PM-AE6",100.2321014,"United States","Volatilization","Mineral Products","Asphalt"
"288954","91159",5e-04,-99,"Selenium","Se","Asphalt Manufacturing - Composite","PM-AE6",100.2321014,"United States","Volatilization","Mineral Products","Asphalt"
"288955","91159",14.6638,-99,"Silicon","Si","Asphalt Manufacturing - Composite","PM-AE6",100.2321014,"United States","Volatilization","Mineral Products","Asphalt"
"288957","91159",1.2379,-99,"Sodium","Na","Asphalt Manufacturing - Composite","PM-AE6",100.2321014,"United States","Volatilization","Mineral Products","Asphalt"
"288959","91159",0.6643,-99,"Sulfate","SO4=","Asphalt Manufacturing - Composite","PM-AE6",100.2321014,"United States","Volatilization","Mineral Products","Asphalt"
"288961","91159",0.1556,-99,"Ammonium","NH4+","Asphalt Manufacturing - Composite","PM-AE6",100.2321014,"United States","Volatilization","Mineral Products","Asphalt"
"288966","91159",0.7155,-99,"Potassium","K","Asphalt Manufacturing - Composite","PM-AE6",100.2321014,"United States","Volatilization","Mineral Products","Asphalt"
"288967","91159",0.0189,-99,"Zirconium","Zr","Asphalt Manufacturing - Composite","PM-AE6",100.2321014,"United States","Volatilization","Mineral Products","Asphalt"
"288972","91159",0.0028,-99,"Cadmium","Cd","Asphalt Manufacturing - Composite","PM-AE6",100.2321014,"United States","Volatilization","Mineral Products","Asphalt"
"288973","91159",0.0064,-99,"Copper","Cu","Asphalt Manufacturing - Composite","PM-AE6",100.2321014,"United States","Volatilization","Mineral Products","Asphalt"
"288974","91159",3.2776,-99,"Iron","Fe","Asphalt Manufacturing - Composite","PM-AE6",100.2321014,"United States","Volatilization","Mineral Products","Asphalt"
"288975","91159",0.1106,-99,"Phosphorus","P","Asphalt Manufacturing - Composite","PM-AE6",100.2321014,"United States","Volatilization","Mineral Products","Asphalt"
"288977","91159",5.9495,-99,"Aluminum","Al","Asphalt Manufacturing - Composite","PM-AE6",100.2321014,"United States","Volatilization","Mineral Products","Asphalt"
